CGPA,Internships,Projects,Workshops/Certification,AptitudeTestScore,Skill Test Score,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
3.56,0,1,0,75,3.8,Yes,No,57,64,NotPlaced
3.42,1,2,1,70,4,Yes,Yes,55,67,NotPlaced
3.56,1,3,2,77,4.5,Yes,Yes,79,71,NotPlaced
3.38,1,3,1,65,3.7,No,No,56,59,NotPlaced
3.73,2,3,2,89,3.9,Yes,Yes,74,83,Placed
3.73,1,3,2,79,4.5,Yes,Yes,86,87,Placed
3.24,0,1,1,75,3.2,No,Yes,56,63,NotPlaced
3.6,2,3,2,90,4.8,Yes,Yes,90,83,Placed
2.93,1,2,1,64,3.5,No,Yes,62,66,NotPlaced
3.69,1,2,3,82,3.7,No,Yes,69,84,NotPlaced
3.33,0,1,0,79,3.6,No,Yes,77,72,NotPlaced
3.64,0,3,2,89,4.3,Yes,No,85,84,Placed
3.38,1,1,2,75,4.8,No,Yes,60,68,NotPlaced
3.33,1,3,2,88,4.8,Yes,Yes,81,77,Placed
3.78,2,3,2,90,4.7,Yes,Yes,73,85,Placed
3.78,1,1,2,87,4.5,Yes,Yes,67,67,Placed
3.69,2,3,1,90,4.8,Yes,Yes,69,83,Placed
3.29,1,2,0,68,3.8,No,Yes,57,65,NotPlaced
3.16,2,2,1,84,3.9,No,No,59,68,NotPlaced
3.33,1,1,1,80,4.2,No,No,55,62,NotPlaced
3.78,2,3,2,90,4.7,Yes,Yes,86,80,Placed
3.64,1,3,0,85,4.4,Yes,No,65,66,NotPlaced
3.47,1,3,1,85,4.5,Yes,Yes,87,83,Placed
3.16,0,3,2,74,4.5,Yes,Yes,59,79,NotPlaced
3.87,1,3,2,85,4.1,Yes,Yes,83,86,NotPlaced
3.6,1,3,2,90,4.8,Yes,Yes,78,86,Placed
3.33,1,1,1,78,4.2,No,No,76,69,NotPlaced
2.93,0,1,0,81,4.5,Yes,Yes,58,86,NotPlaced
3.47,0,3,3,85,4.8,Yes,Yes,80,81,Placed
3.87,1,2,2,73,4.4,No,Yes,72,68,NotPlaced
3.69,1,3,0,68,4.6,Yes,Yes,78,73,Placed
2.89,1,2,2,90,4.8,No,Yes,70,68,NotPlaced
3.29,1,3,0,71,4.4,No,Yes,84,64,Placed
3.51,2,3,2,80,4.4,Yes,Yes,84,81,Placed
3.47,1,2,0,82,4.2,No,No,63,72,NotPlaced
3.64,1,1,0,88,3.9,No,Yes,66,64,NotPlaced
3.73,0,3,2,87,4.2,Yes,Yes,80,84,Placed
2.98,1,2,0,78,4.6,No,Yes,73,67,Placed
3.6,0,2,0,81,4.5,Yes,Yes,80,83,NotPlaced
3.73,0,2,2,80,3.9,Yes,Yes,76,80,Placed
3.87,2,3,2,89,4.7,Yes,Yes,70,63,Placed
3.56,1,1,1,82,4,No,No,55,74,NotPlaced
3.56,1,3,2,90,4.3,Yes,Yes,66,85,Placed
3.47,1,3,2,87,4.8,Yes,Yes,67,88,Placed
3.42,0,2,2,69,4.4,Yes,Yes,82,84,NotPlaced
3.6,2,3,2,90,4.8,Yes,Yes,81,86,Placed
3.69,2,3,0,86,4.7,Yes,Yes,81,71,Placed
3.29,1,3,0,78,4.2,No,Yes,71,67,Placed
3.73,1,1,3,83,4.6,Yes,No,74,62,NotPlaced
3.51,1,2,1,64,4.2,No,Yes,60,58,NotPlaced
3.78,1,2,0,70,3.9,Yes,Yes,81,83,Placed
3.78,1,3,2,90,4.8,Yes,Yes,82,86,Placed
3.73,1,3,2,85,4.8,Yes,Yes,82,76,Placed
3.29,1,3,2,70,4.4,No,No,58,70,NotPlaced
3.29,1,2,1,84,4.4,No,Yes,81,62,NotPlaced
2.89,0,3,1,70,3.3,Yes,Yes,68,66,Placed
3.56,1,1,0,81,4.2,Yes,Yes,72,70,NotPlaced
2.93,1,2,1,66,4.6,Yes,No,57,70,NotPlaced
3.78,0,3,0,90,4.5,Yes,Yes,55,62,Placed
3.02,0,1,2,71,4.2,No,No,70,62,NotPlaced
3.33,1,1,1,78,4.4,No,Yes,55,69,NotPlaced
3.47,0,2,0,78,4.4,No,Yes,59,64,Placed
2.93,0,2,0,83,4.8,Yes,Yes,82,88,Placed
3.38,1,3,2,77,4.4,No,Yes,55,71,Placed
2.89,1,1,0,68,4.8,No,Yes,62,66,NotPlaced
3.56,2,2,2,85,4.5,Yes,Yes,79,81,NotPlaced
2.93,1,1,0,76,4.4,No,No,59,70,NotPlaced
2.98,0,2,0,74,4.2,Yes,Yes,55,68,NotPlaced
2.98,0,2,0,74,3.6,No,Yes,82,69,Placed
3.42,1,1,1,89,4.4,No,No,55,63,NotPlaced
3.6,0,2,2,68,4.8,No,Yes,72,72,NotPlaced
3.38,0,1,0,66,4,No,No,61,69,NotPlaced
2.89,1,1,1,75,3.6,No,Yes,60,64,NotPlaced
3.33,0,1,0,72,3.9,No,Yes,65,70,NotPlaced
3.82,2,3,2,84,4.8,Yes,Yes,79,87,Placed
3.33,0,2,0,81,4.3,Yes,Yes,63,61,NotPlaced
3.47,1,2,0,78,3.7,Yes,Yes,86,64,Placed
3.69,1,3,2,85,4.7,Yes,Yes,74,78,NotPlaced
3.07,1,1,1,62,3.5,No,No,55,66,NotPlaced
2.89,1,1,2,80,4.3,No,Yes,70,77,NotPlaced
2.89,0,1,1,75,4.5,Yes,Yes,67,81,NotPlaced
3.07,1,1,0,76,4,No,No,55,66,Placed
3.6,1,3,1,90,4.8,Yes,Yes,86,83,Placed
3.73,0,2,3,90,4.3,Yes,Yes,75,84,Placed
2.89,1,1,0,82,4.4,No,No,71,65,NotPlaced
3.42,1,1,0,78,3.8,No,Yes,55,61,NotPlaced
3.6,2,3,2,88,4.7,Yes,Yes,80,87,Placed
3.56,0,1,0,72,4.2,No,No,67,67,NotPlaced
3.33,2,2,1,78,4.4,Yes,Yes,80,86,Placed
3.07,0,1,0,72,4.4,No,No,55,57,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,77,87,Placed
3.47,1,3,2,90,4.8,Yes,Yes,80,88,Placed
3.56,2,1,2,89,4.2,No,Yes,68,82,NotPlaced
3.07,1,1,0,76,3.3,No,Yes,71,66,NotPlaced
3.38,1,1,1,71,4.3,No,No,59,63,NotPlaced
3.56,1,3,2,90,4.7,Yes,Yes,76,88,Placed
3.64,2,2,2,73,4.6,Yes,Yes,83,87,NotPlaced
2.98,1,1,0,79,4.1,No,Yes,56,70,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,82,87,Placed
3.02,1,1,0,85,4.3,No,Yes,86,83,Placed
3.07,0,3,0,89,4.4,Yes,Yes,76,83,Placed
3.82,1,3,2,90,4.8,Yes,Yes,71,87,Placed
3.38,0,1,0,76,3.5,Yes,Yes,74,65,Placed
3.56,0,3,0,90,3.8,Yes,No,84,80,Placed
3.11,0,3,2,90,4.1,Yes,Yes,73,68,NotPlaced
2.89,1,2,0,76,4.3,Yes,Yes,69,73,NotPlaced
3.29,1,1,0,75,3.9,No,No,58,60,NotPlaced
3.69,1,2,3,90,4.8,Yes,Yes,75,86,Placed
3.33,0,2,1,80,4.7,No,Yes,82,82,Placed
2.98,1,1,1,66,3.5,Yes,No,86,69,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,75,88,Placed
3.64,1,3,2,90,4.8,Yes,Yes,80,81,Placed
3.29,1,1,1,80,4.7,Yes,Yes,68,70,NotPlaced
3.33,1,1,1,73,3.6,No,Yes,56,62,NotPlaced
3.33,1,1,0,84,3.7,No,Yes,77,87,NotPlaced
3.33,0,2,1,83,4.6,No,Yes,55,69,NotPlaced
3.29,1,1,0,87,4.6,No,No,55,70,NotPlaced
3.29,0,1,0,65,3.4,No,No,55,62,NotPlaced
3.42,0,2,1,75,4.8,No,Yes,72,68,NotPlaced
3.16,1,3,2,88,4,Yes,Yes,78,65,Placed
2.89,0,1,1,66,4.1,No,No,67,67,NotPlaced
3.51,1,2,0,76,4.7,Yes,No,78,61,NotPlaced
3.29,1,1,0,78,4.8,Yes,No,74,80,Placed
3.56,0,2,2,79,4.4,No,Yes,55,68,NotPlaced
3.42,1,2,0,63,4.3,No,No,55,72,NotPlaced
3.82,1,2,2,83,4,Yes,Yes,65,72,NotPlaced
3.16,2,3,2,90,4.7,Yes,Yes,70,83,Placed
3.07,1,3,2,87,4.8,Yes,Yes,71,86,Placed
2.93,1,1,0,78,4.3,No,Yes,83,70,NotPlaced
3.02,1,1,0,80,3.6,No,No,66,69,NotPlaced
3.38,1,2,1,81,3.9,No,No,74,66,NotPlaced
3.47,2,3,2,90,4.8,Yes,Yes,81,88,Placed
3.33,1,2,2,86,4.8,Yes,Yes,77,81,Placed
3.96,2,3,0,90,4.8,Yes,Yes,71,84,Placed
3.24,1,1,1,78,4.2,Yes,Yes,69,72,NotPlaced
3.02,1,1,0,82,3.8,No,No,60,65,NotPlaced
3.24,2,3,2,90,4.5,Yes,Yes,79,84,Placed
3.78,1,3,1,84,4.3,Yes,Yes,80,82,Placed
3.6,2,3,2,90,4.6,Yes,Yes,85,88,Placed
3.73,2,3,2,90,4.7,Yes,Yes,69,88,Placed
3.42,1,2,2,82,4.8,No,Yes,82,76,Placed
3.51,1,1,0,85,4.7,No,Yes,56,67,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,71,88,Placed
3.38,0,1,0,69,3.1,No,No,60,62,NotPlaced
3.6,0,3,2,84,4.8,Yes,Yes,74,86,NotPlaced
3.47,0,1,1,84,4.3,Yes,No,67,80,NotPlaced
3.87,0,1,2,78,4.7,Yes,Yes,67,86,NotPlaced
3.69,0,3,2,90,4.8,Yes,Yes,87,84,Placed
3.78,1,3,2,90,4.5,Yes,Yes,76,83,NotPlaced
3.24,1,1,1,72,4.6,No,Yes,58,70,NotPlaced
3.29,1,1,1,81,4.2,No,No,82,61,NotPlaced
3.42,1,3,1,89,4.8,Yes,Yes,88,83,Placed
3.42,1,1,0,76,3.8,No,No,55,61,NotPlaced
3.29,1,1,0,85,4.7,Yes,Yes,70,72,NotPlaced
3.51,1,3,0,81,3.2,No,Yes,74,78,NotPlaced
3.33,1,2,0,89,4.7,Yes,Yes,85,84,Placed
3.38,1,2,0,71,3.5,No,Yes,75,70,NotPlaced
3.69,1,1,0,69,4.5,No,Yes,55,65,NotPlaced
3.42,1,1,0,64,4.4,No,No,62,63,NotPlaced
2.89,1,1,0,69,4.5,No,No,55,70,NotPlaced
3.64,0,2,1,75,4.6,Yes,No,82,72,NotPlaced
3.29,1,2,1,68,3.5,No,Yes,58,76,NotPlaced
3.42,1,1,0,90,4.8,No,Yes,79,80,Placed
3.82,2,3,2,90,4.8,Yes,Yes,88,86,Placed
3.38,1,2,2,80,4.5,No,Yes,68,86,NotPlaced
2.93,1,3,2,87,4.8,Yes,Yes,88,83,Placed
3.73,2,3,2,83,4.6,Yes,Yes,81,87,Placed
3.33,1,1,0,74,3.7,Yes,Yes,58,67,Placed
3.69,1,1,0,89,4.5,Yes,Yes,55,70,NotPlaced
3.91,2,3,2,90,4.8,Yes,Yes,79,84,Placed
3.38,0,3,0,88,4.6,Yes,No,82,81,Placed
3.33,1,2,0,83,4.3,No,Yes,56,66,Placed
3.33,1,2,0,82,4.2,No,Yes,77,64,NotPlaced
3.38,0,2,1,68,4.3,Yes,Yes,62,74,NotPlaced
3.73,1,2,1,85,4.8,Yes,No,79,80,NotPlaced
3.56,2,2,2,87,4.6,Yes,Yes,70,83,NotPlaced
3.64,0,3,2,81,4.7,Yes,Yes,73,80,Placed
3.69,2,3,2,90,4.8,Yes,Yes,85,82,Placed
3.38,1,1,1,69,4.3,No,No,58,70,NotPlaced
2.89,1,1,1,72,4.2,No,No,55,57,NotPlaced
3.33,0,1,0,80,3.9,No,Yes,61,62,NotPlaced
3.91,2,3,2,90,4.7,Yes,Yes,86,81,Placed
3.6,2,1,1,81,4,Yes,Yes,73,88,Placed
3.42,1,1,2,64,4.4,Yes,Yes,61,64,NotPlaced
3.73,2,3,2,77,4.5,Yes,Yes,74,83,NotPlaced
3.24,1,1,1,65,3.8,Yes,Yes,61,62,NotPlaced
3.6,2,3,0,86,4.5,No,Yes,73,83,Placed
3.73,0,1,1,82,3.6,No,Yes,61,65,Placed
3.87,1,3,3,90,4.5,Yes,Yes,79,87,Placed
3.73,0,1,0,77,3.5,No,Yes,55,63,NotPlaced
3.02,1,1,1,68,4.5,No,Yes,77,67,NotPlaced
3.42,1,1,0,78,4.3,Yes,Yes,62,69,Placed
3.69,1,3,2,90,4.8,Yes,Yes,83,83,Placed
2.89,1,3,0,72,4.6,Yes,Yes,85,69,Placed
3.51,1,3,2,90,4.8,Yes,Yes,76,70,Placed
3.33,1,2,0,79,4.2,No,Yes,55,71,NotPlaced
3.42,1,2,0,78,4,No,Yes,57,68,NotPlaced
3.42,1,2,0,78,4.5,No,Yes,75,65,NotPlaced
3.33,0,1,1,82,4.7,No,No,72,70,NotPlaced
3.64,1,3,3,88,4.8,No,Yes,82,69,Placed
3.2,1,1,0,61,3.5,No,No,55,69,NotPlaced
3.6,2,3,2,85,4.5,Yes,Yes,75,67,NotPlaced
3.69,1,2,1,76,4.2,Yes,Yes,78,80,NotPlaced
3.64,0,1,0,76,4.3,No,No,77,64,NotPlaced
3.11,1,1,1,64,4.1,No,No,58,62,NotPlaced
3.38,1,2,1,73,4.3,Yes,Yes,76,83,Placed
3.02,0,1,1,68,3.9,No,No,64,62,NotPlaced
3.29,1,2,0,65,4.6,No,No,79,68,NotPlaced
2.89,1,2,0,83,4.6,Yes,Yes,73,65,NotPlaced
2.93,0,2,1,74,4.6,No,Yes,55,66,NotPlaced
3.33,0,1,0,80,4.1,No,Yes,62,73,NotPlaced
3.33,1,2,0,74,4.6,No,Yes,58,75,NotPlaced
2.98,1,1,0,60,4,No,No,61,62,NotPlaced
3.51,1,2,0,85,4.1,Yes,Yes,59,64,NotPlaced
3.24,1,1,1,67,4.2,No,Yes,62,70,NotPlaced
3.78,2,3,2,88,4.8,Yes,Yes,75,85,Placed
3.29,1,2,0,76,4.4,Yes,Yes,55,73,NotPlaced
3.29,0,2,0,72,3.5,No,Yes,67,66,NotPlaced
3.56,1,3,2,89,4.8,Yes,Yes,87,80,Placed
3.6,0,1,1,84,4.6,Yes,No,65,79,NotPlaced
3.2,0,2,0,77,3.7,No,Yes,55,63,NotPlaced
3.38,1,1,0,72,4.2,No,Yes,74,69,NotPlaced
3.47,1,3,0,89,4.6,Yes,Yes,77,88,Placed
3.38,2,2,1,72,3.9,Yes,No,79,80,NotPlaced
3.56,0,1,1,75,4.1,Yes,No,83,64,NotPlaced
2.89,0,3,2,84,3.9,Yes,Yes,83,88,Placed
3.16,0,1,1,69,3.7,Yes,No,61,66,NotPlaced
3.02,1,2,0,82,4.4,Yes,Yes,59,69,Placed
3.29,1,2,0,69,3.6,No,Yes,55,63,NotPlaced
3.47,1,2,0,73,4.5,Yes,No,79,61,NotPlaced
3.38,1,1,0,73,4.2,No,Yes,55,69,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,73,86,Placed
3.33,2,3,2,90,4.1,No,Yes,63,83,Placed
3.64,2,3,2,90,4.8,Yes,Yes,81,81,Placed
2.89,0,1,0,62,4.1,No,No,75,60,NotPlaced
3.29,1,3,0,88,4.1,Yes,Yes,59,73,NotPlaced
3.38,1,1,0,74,3.8,No,No,56,67,NotPlaced
3.6,0,3,2,79,4.3,Yes,Yes,72,83,Placed
3.6,0,1,2,90,4.7,Yes,Yes,78,74,Placed
3.91,1,3,2,84,4.2,Yes,Yes,73,82,Placed
3.64,2,3,2,90,4.8,Yes,Yes,74,85,Placed
3.73,2,3,2,89,4.8,Yes,Yes,76,85,Placed
2.89,1,1,0,72,4.7,No,No,58,68,NotPlaced
3.33,2,1,1,90,4.1,Yes,Yes,71,67,NotPlaced
3.33,1,3,2,89,4.8,Yes,Yes,61,70,NotPlaced
3.64,1,3,1,77,4.2,Yes,Yes,70,84,Placed
3.38,0,1,1,79,4.2,Yes,Yes,55,79,NotPlaced
2.98,0,1,0,65,4.3,No,Yes,55,58,NotPlaced
3.47,0,1,0,74,4,No,No,55,63,NotPlaced
2.93,1,1,0,63,3.7,No,No,59,70,NotPlaced
3.6,2,3,2,88,4.4,No,No,73,82,Placed
3.29,0,1,0,79,3.3,No,Yes,58,61,NotPlaced
3.33,1,1,0,76,4.2,No,No,63,73,NotPlaced
3.87,1,2,0,69,4.6,Yes,Yes,65,81,Placed
3.38,1,3,1,79,3.9,Yes,Yes,70,85,Placed
2.89,0,2,0,74,4.1,No,Yes,55,82,NotPlaced
3.33,1,3,0,71,4.2,No,Yes,65,67,NotPlaced
3.51,1,2,1,61,4.2,Yes,Yes,80,71,NotPlaced
3.96,1,3,1,84,4.8,Yes,Yes,82,81,NotPlaced
3.33,1,1,0,84,4.3,No,Yes,55,59,NotPlaced
3.6,2,3,2,89,4.8,Yes,Yes,89,71,NotPlaced
3.33,1,3,1,73,4,No,Yes,55,68,NotPlaced
2.98,1,1,0,77,3.8,No,No,55,57,NotPlaced
3.69,1,2,1,79,4.2,No,No,55,72,NotPlaced
3.33,1,1,0,78,3.6,No,No,57,68,NotPlaced
3.69,0,3,1,88,4.2,Yes,Yes,69,86,Placed
3.73,1,3,2,85,4.6,Yes,Yes,75,67,Placed
3.6,2,1,3,78,4.2,Yes,Yes,62,67,Placed
3.07,1,1,0,79,4.7,Yes,No,71,71,NotPlaced
3.24,1,2,0,80,4.2,No,No,57,69,NotPlaced
3.33,0,2,0,68,4.1,Yes,Yes,69,58,NotPlaced
2.98,1,1,0,79,4,No,No,57,57,NotPlaced
3.02,0,3,1,74,4.5,Yes,Yes,83,69,Placed
3.33,1,2,0,63,3.4,No,Yes,55,68,NotPlaced
3.47,2,2,2,65,4.3,Yes,Yes,57,72,NotPlaced
3.38,1,1,0,72,3.4,No,No,77,67,NotPlaced
3.42,1,2,1,75,4.6,Yes,Yes,68,70,NotPlaced
3.42,1,1,1,70,4.6,No,Yes,55,66,NotPlaced
3.6,1,3,2,80,4.7,No,Yes,67,67,Placed
3.96,2,3,2,90,4.8,Yes,Yes,83,82,Placed
3.73,1,3,2,78,4.1,Yes,Yes,75,83,Placed
3.56,2,3,2,86,4.7,Yes,Yes,85,85,Placed
3.29,1,1,1,65,4.5,No,No,55,73,NotPlaced
3.29,1,2,0,76,4,No,Yes,78,74,NotPlaced
3.73,0,3,2,77,4.6,Yes,No,63,79,Placed
3.6,2,3,2,90,4.8,Yes,Yes,89,85,Placed
3.42,1,1,0,64,4.1,No,No,55,59,NotPlaced
3.38,1,2,0,72,3.7,No,No,55,64,NotPlaced
3.69,2,3,2,79,4.4,Yes,Yes,83,85,Placed
3.38,1,1,0,71,4,No,No,56,58,NotPlaced
3.33,2,2,2,85,4.6,Yes,Yes,77,88,Placed
3.56,1,3,0,90,4.8,Yes,Yes,76,83,Placed
3.6,1,2,2,77,3.3,Yes,Yes,73,71,NotPlaced
3.78,1,3,2,89,4,Yes,Yes,68,74,NotPlaced
3.64,2,2,0,86,4.5,Yes,Yes,55,83,Placed
3.69,1,3,2,90,4.8,Yes,Yes,79,80,Placed
3.11,1,1,1,69,4.6,No,Yes,55,70,NotPlaced
3.33,1,1,0,72,4.3,No,No,59,65,NotPlaced
3.38,1,2,2,77,4,Yes,Yes,55,64,NotPlaced
3.73,2,3,2,90,4.6,Yes,Yes,80,88,Placed
3.56,1,1,2,82,4.6,Yes,Yes,63,88,NotPlaced
3.29,0,3,2,75,4.8,Yes,Yes,76,72,NotPlaced
3.38,2,3,2,90,4.4,Yes,Yes,77,83,Placed
2.98,1,1,1,71,4,No,Yes,59,66,NotPlaced
3.6,2,3,1,79,3.9,Yes,Yes,82,80,Placed
3.82,2,3,2,90,4.6,Yes,Yes,88,86,Placed
3.47,0,3,1,87,4.4,Yes,Yes,71,70,NotPlaced
3.47,1,1,1,75,3.8,No,No,59,63,NotPlaced
3.56,1,3,2,87,4.8,Yes,Yes,70,85,NotPlaced
3.38,1,1,0,69,3.4,Yes,Yes,73,59,NotPlaced
3.33,2,3,0,87,4.6,Yes,No,80,81,Placed
3.64,1,3,0,78,4.2,Yes,Yes,60,66,Placed
3.69,1,3,2,89,4.8,Yes,Yes,79,81,Placed
3.29,1,1,0,81,3.9,No,Yes,62,69,NotPlaced
3.33,0,3,2,86,4.4,No,Yes,83,85,NotPlaced
3.38,1,2,1,64,3.7,No,Yes,63,76,Placed
3.51,1,3,1,67,4.4,Yes,No,71,77,NotPlaced
3.33,1,3,0,71,4.7,No,No,73,66,NotPlaced
3.47,1,3,0,90,3.7,Yes,Yes,71,85,NotPlaced
3.6,2,3,2,87,4.8,No,Yes,76,82,NotPlaced
3.6,2,1,0,76,4.3,No,No,67,71,NotPlaced
3.29,1,1,1,78,4.8,Yes,Yes,72,61,NotPlaced
3.33,0,1,1,64,3.7,No,Yes,55,66,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,86,83,Placed
3.33,0,1,0,83,3.8,Yes,Yes,61,67,NotPlaced
2.89,0,1,1,72,4.5,No,No,55,67,NotPlaced
3.33,1,3,2,86,4.8,Yes,Yes,71,88,Placed
3.38,1,1,0,71,4,Yes,Yes,69,88,NotPlaced
3.6,1,3,2,90,4.8,Yes,Yes,80,88,Placed
3.33,0,3,1,77,4.8,Yes,Yes,75,83,NotPlaced
3.87,1,3,1,90,4,Yes,Yes,81,80,Placed
2.89,0,1,0,74,4.1,Yes,No,66,61,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,73,85,Placed
3.56,1,3,3,90,4.8,Yes,Yes,67,84,Placed
2.89,1,1,1,69,4.2,Yes,No,70,69,Placed
3.33,1,2,1,68,4,No,No,64,68,NotPlaced
3.33,1,1,2,78,4.3,Yes,No,58,70,Placed
3.24,1,1,1,60,4.6,No,Yes,55,61,NotPlaced
3.6,2,3,2,90,4.8,Yes,Yes,74,88,Placed
3.07,0,2,0,69,3.4,No,No,66,72,NotPlaced
3.11,1,1,1,74,4.4,Yes,Yes,78,71,Placed
3.51,1,3,3,86,4.5,Yes,Yes,69,67,Placed
3.69,1,3,2,88,4.7,Yes,Yes,85,80,Placed
3.42,1,1,0,90,4.6,No,No,73,88,Placed
3.16,0,3,2,90,4.8,Yes,Yes,74,87,Placed
3.73,2,3,0,90,4.8,Yes,Yes,58,88,Placed
3.87,2,3,2,90,4.8,Yes,Yes,78,84,Placed
3.42,2,3,2,90,4.8,Yes,Yes,82,81,Placed
3.82,1,1,1,83,4.8,Yes,Yes,75,80,NotPlaced
3.64,0,3,2,84,4.8,Yes,Yes,56,74,Placed
3.82,1,1,0,81,4.3,Yes,Yes,55,63,NotPlaced
3.38,1,2,2,79,4.1,No,No,62,67,NotPlaced
3.51,1,3,0,83,4.3,No,Yes,55,74,NotPlaced
2.89,0,1,1,80,3.4,Yes,Yes,60,66,NotPlaced
3.69,1,3,2,89,4.7,Yes,Yes,69,85,Placed
3.47,1,2,0,86,4.6,No,Yes,56,66,NotPlaced
3.07,1,2,1,88,4.6,Yes,Yes,77,86,NotPlaced
3.07,0,3,1,87,4.6,Yes,Yes,66,75,NotPlaced
3.64,1,3,2,90,4.7,Yes,Yes,65,84,Placed
3.42,1,2,1,79,4.6,Yes,Yes,68,70,NotPlaced
3.69,2,1,2,83,4.8,Yes,Yes,78,83,Placed
3.78,2,3,2,90,4.8,Yes,Yes,82,83,Placed
3.73,1,1,0,75,4.8,No,No,64,63,NotPlaced
3.33,1,2,0,74,4.2,No,No,55,63,NotPlaced
3.82,1,2,0,75,3.9,Yes,Yes,76,61,Placed
3.73,2,3,2,90,4.6,Yes,Yes,83,84,Placed
2.89,0,3,0,81,3.8,No,Yes,59,69,NotPlaced
3.07,1,1,1,70,4.5,No,No,65,72,NotPlaced
3.42,1,3,2,76,4.8,No,Yes,68,87,Placed
3.69,2,1,1,77,4.1,Yes,Yes,72,68,NotPlaced
3.73,1,3,2,90,4.5,Yes,Yes,77,87,Placed
3.38,1,1,0,79,3.7,No,Yes,55,65,Placed
3.82,0,3,2,90,4.8,Yes,No,81,85,Placed
3.64,0,3,0,87,4.8,Yes,Yes,77,83,Placed
2.89,1,1,2,85,4.5,Yes,Yes,73,67,Placed
3.42,2,2,2,90,4.8,Yes,Yes,90,84,Placed
3.38,1,1,2,85,4.3,No,Yes,60,87,Placed
3.42,1,3,2,90,4.5,No,Yes,72,88,Placed
3.38,2,1,1,66,3.7,No,No,64,71,NotPlaced
3.87,1,2,1,76,4.2,Yes,Yes,75,86,Placed
2.89,0,2,2,66,4,Yes,Yes,61,65,NotPlaced
3.38,1,1,0,67,3.6,No,Yes,56,68,NotPlaced
3.51,1,3,1,82,4.5,Yes,Yes,77,81,Placed
3.38,1,2,1,79,4.3,No,Yes,75,72,NotPlaced
3.38,1,3,0,70,3.9,Yes,Yes,85,67,NotPlaced
3.69,1,2,1,72,4.7,No,Yes,55,71,NotPlaced
3.91,1,3,2,90,4.8,Yes,Yes,81,84,Placed
3.38,1,1,1,76,4,No,Yes,83,68,NotPlaced
3.47,1,1,1,83,4.2,Yes,Yes,64,66,NotPlaced
3.33,1,2,0,80,4.3,No,No,76,71,NotPlaced
3.02,0,3,0,70,3.9,Yes,Yes,61,67,NotPlaced
3.73,1,3,0,85,4.6,Yes,Yes,82,80,Placed
3.82,1,3,2,90,4.7,Yes,Yes,84,84,Placed
3.6,2,3,2,90,4.5,Yes,Yes,80,85,Placed
3.42,1,2,1,68,4.5,No,Yes,56,63,NotPlaced
2.89,0,1,0,76,4,No,No,58,67,NotPlaced
3.42,1,1,0,72,4.1,No,No,62,65,Placed
3.16,2,1,1,81,4.6,Yes,Yes,77,83,NotPlaced
3.42,2,3,2,76,4.8,Yes,Yes,70,85,Placed
2.89,2,1,0,76,3.7,Yes,Yes,61,73,NotPlaced
2.98,0,1,1,64,4.4,No,Yes,57,70,NotPlaced
3.69,0,3,1,87,3.8,Yes,Yes,55,66,Placed
3.82,0,3,0,82,4.6,Yes,Yes,75,88,Placed
3.73,1,3,1,75,4.8,Yes,Yes,79,68,NotPlaced
3.69,1,1,2,82,4.3,Yes,No,55,83,NotPlaced
3.73,0,3,2,86,4.8,Yes,Yes,75,86,Placed
3.78,2,1,2,85,4.7,No,Yes,75,84,Placed
3.02,0,1,0,70,3.9,No,Yes,78,68,NotPlaced
3.42,2,2,1,81,4.8,Yes,No,81,86,Placed
3.29,1,3,0,82,4.1,Yes,Yes,77,87,Placed
3.87,2,3,2,90,4.8,Yes,Yes,88,84,Placed
3.42,1,3,0,89,4.6,Yes,Yes,80,83,Placed
3.29,1,1,1,76,4,Yes,Yes,55,62,NotPlaced
3.82,1,2,2,73,4.8,Yes,No,76,82,Placed
3.56,1,2,1,73,3.8,No,Yes,60,66,NotPlaced
3.29,0,1,0,65,4.2,No,No,64,67,NotPlaced
3.6,1,1,0,86,3.8,No,No,78,68,NotPlaced
3.02,1,1,0,74,4,No,No,66,69,NotPlaced
3.47,0,3,0,70,4.6,Yes,Yes,70,66,Placed
3.38,1,1,1,71,4.5,Yes,No,61,72,Placed
3.47,1,3,1,79,4.2,No,No,81,70,NotPlaced
3.73,2,3,2,89,4.5,Yes,Yes,82,83,Placed
3.02,1,2,0,74,4.3,No,Yes,55,67,NotPlaced
3.33,1,1,2,68,3.9,Yes,Yes,80,78,NotPlaced
3.29,1,2,1,75,4.6,No,Yes,55,66,NotPlaced
2.93,1,1,2,72,4.8,No,No,65,66,NotPlaced
3.33,1,2,1,65,4.1,No,No,58,64,NotPlaced
3.42,2,3,0,73,4.6,Yes,No,79,57,NotPlaced
3.11,1,3,0,74,4.6,Yes,Yes,77,67,NotPlaced
3.38,1,1,1,65,3.5,No,No,55,58,NotPlaced
3.42,1,1,2,80,4.5,Yes,Yes,81,83,NotPlaced
